date,cabai_merah_besar,cabai_merah_keriting,cabai_rawit_hijau,cabai_rawit_merah,bawang_merah
2023-03-03,29000,40000,45000,70000,31000
2023-03-04,29333,41000,45000,73333,31000
2023-03-05,29667,42000,45000,76667,31000
2023-03-06,30000,43000,45000,80000,31000
2023-03-07,35000,43000,47000,80000,31000
2023-03-08,35000,44500,41000,79000,35000
2023-03-09,35000,44500,41000,80000,35000
2023-03-10,34500,40000,40000,80000,35000
2023-03-11,34500,40000,40333,80667,35000
2023-03-12,34500,40000,40667,81333,35000
2023-03-13,34500,40000,41000,82000,35000
2023-03-14,33000,40000,41000,80000,35000
2023-03-15,32000,40000,43000,80000,35000
2023-03-16,34500,40000,43000,81000,35000
2023-03-17,39000,40000,41000,81000,35000
2023-03-18,37833,40333,41000,83667,35000
2023-03-19,36667,40667,41000,86333,35000
2023-03-20,35500,41000,41000,89000,35000
2023-03-21,39000,41000,40000,90000,35000
2023-03-22,37000,43000,40000,90000,35000
2023-03-23,35000,45000,40000,90000,35000
2023-03-24,35000,44500,40000,90000,35000
2023-03-25,33667,43000,40000,90000,35000
2023-03-26,32333,41500,40000,90000,35000
2023-03-27,31000,40000,40000,90000,35000
2023-03-28,28000,40000,40000,80000,35000
2023-03-29,25000,39000,39000,80000,35000
2023-03-30,25000,35000,35000,60000,35000
2023-03-31,25000,39000,35000,60000,36000
2023-04-01,26667,39000,35000,60000,36000
2023-04-02,28333,39000,35000,60000,36000
2023-04-03,30000,39000,35000,60000,36000
2023-04-04,29000,39000,35000,60000,36000
2023-04-05,29000,35000,34500,59000,32000
2023-04-06,29000,34500,32000,59000,31000
2023-04-07,29000,34750,32625,56500,31000
2023-04-08,29000,35000,33250,54000,31000
2023-04-09,29000,35250,33875,51500,31000
2023-04-10,29000,35500,34500,49000,31000
2023-04-11,29000,35500,31000,49000,31000
2023-04-12,29000,35500,34500,49000,32000
2023-04-13,29000,35500,33000,45000,32000
2023-04-14,29000,35500,35000,45000,35000
2023-04-15,33667,38667,37000,46667,36667
2023-04-16,38333,41833,39000,48333,38333
2023-04-17,43000,45000,41000,50000,40000
2023-04-18,45000,50000,45000,47500,40000
2023-04-19,45000,50000,45000,47500,40000
2023-04-20,45000,50000,45000,47500,40000
2023-04-21,45000,50000,45000,47500,40000
2023-04-22,45000,50000,45000,47500,40000
2023-04-23,45000,50000,45000,47500,40000
2023-04-24,45000,50000,45000,47500,40000
2023-04-25,45000,50000,45000,47500,40000
2023-04-26,40000,40000,40000,47500,44500
2023-04-27,30000,35000,35500,43000,44500
2023-04-28,30000,35000,35000,40000,44500
2023-04-29,29750,34875,34875,40000,44625
2023-04-30,29500,34750,34750,40000,44750
2023-05-01,29250,34625,34625,40000,44875
2023-05-02,29000,34500,34500,40000,45000
2023-05-03,29000,30000,30000,40000,45000
2023-05-04,29000,30000,30000,39000,49000
2023-05-05,29000,30000,31000,39000,49000
2023-05-06,30000,31667,31000,39000,48500
2023-05-07,31000,33333,31000,39000,48000
2023-05-08,32000,35000,31000,39000,47500
2023-05-09,32000,35500,32000,40000,44500
2023-05-10,34500,34500,30000,40000,44500
2023-05-11,35500,35500,30000,40000,44500
2023-05-12,37000,40000,31000,40000,44500
2023-05-13,37667,40000,31000,40000,44500
2023-05-14,38333,40000,31000,40000,44500
2023-05-15,39000,40000,31000,40000,44500
2023-05-16,40000,40000,31000,40000,44000
2023-05-17,40000,39000,30000,40000,44000
2023-05-18,40000,39000,30000,40000,44000
2023-05-19,39000,39000,40000,44500,44500
2023-05-20,37875,39000,39750,48125,44500
2023-05-21,36750,39000,39500,51750,44500
2023-05-22,35625,39000,39250,55375,44500
2023-05-23,34500,39000,39000,59000,44500
2023-05-24,34500,39000,40000,59000,44500
2023-05-25,37000,35000,40000,49000,44500
2023-05-26,37000,34500,40000,49000,43000
2023-05-27,35667,34000,40000,49000,43500
2023-05-28,34333,33500,40000,49000,44000
2023-05-29,33000,33000,40000,49000,44500
2023-05-30,33000,33000,40000,51000,44500
2023-05-31,33000,33000,40000,50000,41000
2023-06-01,33000,33000,40000,50000,41000
2023-06-02,33000,33000,40000,50000,41000
2023-06-03,33000,33000,40000,50333,41000
2023-06-04,33000,33000,40000,50667,41000
2023-06-05,33000,33000,40000,51000,41000
2023-06-06,32000,32000,40000,51000,40000
2023-06-07,32000,31000,40000,50000,40000
2023-06-08,32000,31000,40000,51000,40000
2023-06-09,32000,31000,40000,49000,40000
2023-06-10,32333,30667,40000,49333,40000
2023-06-11,32667,30333,40000,49667,40000
2023-06-12,33000,30000,40000,50000,40000
2023-06-13,33000,30000,40000,50000,41000
2023-06-14,33000,30000,35500,49000,41000
2023-06-15,33000,29000,35500,49000,41000
2023-06-16,32000,31000,35500,49000,41000
2023-06-17,32000,30333,35500,49000,41000
2023-06-18,32000,29667,35500,49000,41000
2023-06-19,32000,29000,35500,49000,41000
2023-06-20,32000,29000,35500,45000,40000
2023-06-21,32000,31000,35500,44500,41000
2023-06-22,35500,30000,35000,44500,40000
2023-06-23,35500,35000,35500,44500,40000
2023-06-24,38500,38167,38500,46333,40000
2023-06-25,41500,41333,41500,48167,40000
2023-06-26,44500,44500,44500,50000,40000
2023-06-27,49000,49000,49000,50000,40000
2023-06-28,47667,47667,48250,49167,40000
2023-06-29,46333,46333,47500,48333,40000
2023-06-30,45000,45000,46750,47500,40000
2023-07-01,43667,43667,46000,46667,40000
2023-07-02,42333,42333,45250,45833,40000
2023-07-03,41000,41000,44500,45000,40000
2023-07-04,39000,39000,41000,45000,40000
2023-07-05,39000,39000,39000,45000,39000
2023-07-06,39000,39000,40000,41000,38000
2023-07-07,35000,35000,40000,39000,35000
2023-07-08,35000,36333,40000,39000,34333
2023-07-09,35000,37667,40000,39000,33667
2023-07-10,35000,39000,40000,39000,33000
2023-07-11,35000,35000,40000,39000,31000
2023-07-12,35000,35000,40000,37000,31000
2023-07-13,33000,33000,35500,37000,31000
2023-07-14,34500,34500,40000,35500,28000
2023-07-15,34500,34833,40000,35500,28000
2023-07-16,34500,35167,40000,35500,28000
2023-07-17,34500,35500,40000,35500,28000
2023-07-18,31000,33000,35500,35500,28000
2023-07-19,31000,33000,35500,35500,28000
2023-07-20,29000,34500,35000,35500,28000
2023-07-21,34500,35500,35500,39000,28000
2023-07-22,34500,35500,35500,39000,28333
2023-07-23,34500,35500,35500,39000,28667
2023-07-24,34500,35500,35500,39000,29000
2023-07-25,31000,35500,35500,39000,25000
2023-07-26,29000,35500,35500,40000,25000
2023-07-27,29000,34500,35500,40000,25500
2023-07-28,32000,34500,35500,41000,25500
2023-07-29,32000,34500,35500,41000,25500
2023-07-30,32000,34500,35500,41000,25500
2023-07-31,32000,34500,35500,41000,25500
2023-08-01,34500,35500,35500,41000,25500
2023-08-02,34500,35500,35500,44500,25500
2023-08-03,35000,35500,35500,44500,25500
2023-08-04,34500,35500,35500,44500,27000
2023-08-05,34500,35500,35500,44667,27667
2023-08-06,34500,35500,35500,44833,28333
2023-08-07,34500,35500,35500,45000,29000
2023-08-08,33000,35500,35000,44500,29000
2023-08-09,32000,35500,35000,45000,29000
2023-08-10,32000,35500,30000,50000,29000
2023-08-11,33000,35000,30000,49000,29000
2023-08-12,33000,35000,30000,49000,29000
2023-08-13,33000,35000,30000,49000,29000
2023-08-14,33000,35000,30000,49000,29000
2023-08-15,35000,40000,29000,49000,29000
2023-08-16,35000,39000,29000,51000,29000
2023-08-17,35000,39000,29000,51000,29000
2023-08-18,35000,39000,34500,51000,28000
2023-08-19,36333,41000,34500,50667,28000
2023-08-20,37667,43000,34500,50333,28000
2023-08-21,39000,45000,34500,50000,28000
2023-08-22,39000,45000,30000,49000,28000
2023-08-23,40000,45000,31000,49000,28000
2023-08-24,40000,45000,30000,49000,27000
2023-08-25,41000,45000,30000,49000,25500
2023-08-26,42167,46667,30000,49000,25500
2023-08-27,43333,48333,30000,49000,25500
2023-08-28,44500,50000,30000,49000,25500
2023-08-29,44500,50000,30000,49000,25500
2023-08-30,44500,50000,35000,49000,25500
2023-08-31,44500,47000,37000,49000,25500
2023-09-01,44500,47000,40000,49000,25500
2023-09-02,41500,44333,38500,46000,25500
2023-09-03,38500,41667,37000,43000,25500
2023-09-04,35500,39000,35500,40000,25500
2023-09-05,35000,38000,35500,39000,25500
2023-09-06,34500,35500,34500,40000,24500
2023-09-07,34500,35000,35000,40000,24500
2023-09-08,34500,35000,35500,39000,24500
2023-09-09,34000,34333,35333,39000,24500
2023-09-10,33500,33667,35167,39000,24500
2023-09-11,33000,33000,35000,39000,24500
2023-09-12,33000,33000,34500,39000,24500
2023-09-13,31000,33000,35000,39000,24500
2023-09-14,33000,35000,35500,39000,24500
2023-09-15,33000,34500,40000,39000,24000
2023-09-16,33000,34500,40000,39000,24000
2023-09-17,33000,34500,40000,39000,24000
2023-09-18,33000,34500,40000,39000,24000
2023-09-19,32000,31000,40000,39000,24000
2023-09-20,33000,31000,40000,39000,24000
2023-09-21,34500,35500,37500,39000,24000
2023-09-22,35000,35500,37500,39000,24000
2023-09-23,36667,37000,38333,39333,24000
2023-09-24,38333,38500,39167,39667,24000
2023-09-25,40000,40000,40000,40000,24000
2023-09-26,40000,41000,40000,40000,24000
2023-09-27,40000,41000,41000,40000,24000
2023-09-28,40000,41000,41000,40000,24000
2023-09-29,40000,41000,41000,40000,24000
2023-09-30,41000,41333,41000,41000,24000
2023-10-01,42000,41667,41000,42000,24000
2023-10-02,43000,42000,41000,43000,24000
2023-10-03,43000,41000,41000,44500,24000
2023-10-04,40000,41000,41000,44500,24000
2023-10-05,40000,41000,44500,44500,24000
2023-10-06,40000,41000,45000,44500,24100
2023-10-07,39667,41000,44333,46333,24067
2023-10-08,39333,41000,43667,48167,24033
2023-10-09,39000,41000,43000,50000,24000
2023-10-10,35500,41000,41000,51000,24000
2023-10-11,35000,39000,41000,51000,24000
2023-10-12,35000,40000,43000,51000,24000
2023-10-13,35000,41000,43000,51000,24000
2023-10-14,35167,41000,42333,54000,24000
2023-10-15,35333,41000,41667,57000,24000
2023-10-16,35500,41000,41000,60000,24000
2023-10-17,35500,40000,41000,60000,24000
2023-10-18,35000,41000,41000,60000,24000
2023-10-19,34500,40000,41000,60000,24000
2023-10-20,35000,41000,41000,60000,24000
2023-10-21,35000,41000,41000,63333,24000
2023-10-22,35000,41000,41000,66667,24000
2023-10-23,35000,41000,41000,70000,24000
2023-10-24,35000,40000,41000,75000,24000
2023-10-25,35000,45000,45000,80000,24000
2023-10-26,35000,45000,51000,80000,24000
2023-10-27,35000,50000,51000,81000,24000
2023-10-28,36333,53333,53667,84000,24167
2023-10-29,37667,56667,56333,87000,24333
2023-10-30,39000,60000,59000,90000,24500
2023-10-31,40000,60000,59000,90000,24500
2023-11-01,39000,60000,61000,89000,24500
2023-11-02,39000,61000,61000,89000,25500
2023-11-03,43000,64500,61000,89000,29000
2023-11-04,48667,66333,63667,89333,29667
2023-11-05,54333,68167,66333,89667,30333
2023-11-06,60000,70000,69000,90000,31000
2023-11-07,60000,70000,69000,90000,31000
2023-11-08,60000,74500,64500,90000,31000
2023-11-09,60000,75000,64500,90000,31000
2023-11-10,60000,75000,60000,90000,31000
2023-11-11,60000,75000,60000,90000,31333
2023-11-12,60000,75000,60000,90000,31667
2023-11-13,60000,75000,60000,90000,32000
2023-11-14,59000,75000,60000,89000,31000
2023-11-15,59000,79000,60000,89000,31000
2023-11-16,59000,75000,59000,85000,31000
2023-11-17,59000,80000,59000,85000,31000
2023-11-18,62667,80000,59000,86667,31000
2023-11-19,66333,80000,59000,88333,31000
2023-11-20,70000,80000,59000,90000,31000
2023-11-21,75000,80000,59000,100000,31000
2023-11-22,75000,80000,59000,100000,31000
2023-11-23,75000,81000,59000,100000,31000
2023-11-24,75000,81000,55000,100000,31000
2023-11-25,75000,81000,56333,103333,31000
2023-11-26,75000,81000,57667,106667,31000
2023-11-27,75000,81000,59000,110000,31000
2023-11-28,77500,81000,59000,110000,31000
2023-11-29,77500,81000,50000,100000,31000
2023-11-30,100000,91000,50000,100000,31000
2023-12-01,100000,91000,50000,100000,31000
2023-12-02,100000,91000,50000,100000,32333
2023-12-03,100000,91000,50000,100000,33667
2023-12-04,100000,91000,50000,100000,35000
2023-12-05,100000,91000,48000,100000,35500
2023-12-06,100000,91000,45000,100000,35500
2023-12-07,100000,91000,40000,100000,35500
2023-12-08,100000,91000,41000,100000,35500
2023-12-09,98333,92333,41000,100000,35500
2023-12-10,96667,93667,41000,100000,35500
2023-12-11,95000,95000,41000,100000,35500
2023-12-12,90000,90000,40000,100000,35500
2023-12-13,89000,89000,39000,100000,35500
2023-12-14,80000,80000,39000,100000,35500
2023-12-15,79000,79000,38000,100000,35000
2023-12-16,76000,76000,37333,96667,35000
2023-12-17,73000,73000,36667,93333,35000
2023-12-18,70000,70000,36000,90000,35000
2023-12-19,70000,70000,35000,90000,35000
2023-12-20,70000,70000,35000,90000,35000
2023-12-21,70000,70000,35000,90000,35500
2023-12-22,69000,69000,34000,89000,35500
2023-12-23,69000,68200,34000,87200,36400
2023-12-24,69000,67400,34000,85400,37300
2023-12-25,69000,66600,34000,83600,38200
2023-12-26,69000,65800,34000,81800,39100
2023-12-27,69000,65000,34000,80000,40000
2023-12-28,69000,69000,32000,81000,41000
2023-12-29,65000,65000,32000,85000,41000
2023-12-30,65000,65000,32000,85000,41000
2023-12-31,65000,65000,32000,85000,41000
2024-01-01,65000,65000,32000,85000,41000
2024-01-02,67500,70000,32000,85000,44500
2024-01-03,67500,70000,34500,90000,44500
2024-01-04,69000,70000,32000,90000,40000
2024-01-05,65000,70000,30000,85000,40000
2024-01-06,63000,70333,30000,80333,40000
2024-01-07,61000,70667,30000,75667,40000
2024-01-08,59000,71000,30000,71000,40000
2024-01-09,59000,71000,30000,71000,35000
2024-01-10,59000,71000,29000,70000,32000
2024-01-11,59000,71000,29000,70000,32000
2024-01-12,60000,71000,29000,70000,30000
2024-01-13,63333,71000,31000,70000,30333
2024-01-14,66667,71000,33000,70000,30667
2024-01-15,70000,71000,35000,70000,31000
2024-01-16,71000,71000,31000,70000,30000
2024-01-17,71000,70000,31000,60000,30000
2024-01-18,71000,69000,30000,60000,30000
2024-01-19,71000,69000,30000,60000,31000
2024-01-20,72167,69000,32000,60000,30667
2024-01-21,73333,69000,34000,60000,30333
2024-01-22,74500,69000,36000,60000,30000
2024-01-23,74500,69000,35500,59000,29000
2024-01-24,80000,71000,35500,50000,29000
2024-01-25,80000,72000,40000,50000,32000
2024-01-26,80000,72000,40000,50000,32000
2024-01-27,78333,71333,40000,50000,31000
2024-01-28,76667,70667,40000,50000,30000
2024-01-29,75000,70000,40000,50000,29000
2024-01-30,79000,70000,40000,50000,29000
2024-01-31,79000,70000,40000,52000,29000
2024-02-01,80000,70000,39000,53000,29000
2024-02-02,80000,70000,39000,51000,29000
2024-02-03,80000,70000,39333,52333,29000
2024-02-04,80000,70000,39667,53667,29000
2024-02-05,80000,70000,40000,55000,29000
2024-02-06,80000,70000,40000,55000,29000
2024-02-07,79000,70000,39000,55000,29000
2024-02-08,79000,70000,39000,55000,29000
2024-02-09,79000,70000,39000,55000,29000
2024-02-10,79667,70000,37833,53333,29000
2024-02-11,80333,70000,36667,51667,29000
2024-02-12,81000,70000,35500,50000,29000
2024-02-13,80000,70000,35500,50000,28000
2024-02-14,80000,72500,42750,55000,29500
2024-02-15,80000,75000,50000,60000,31000
2024-02-16,85000,85000,80000,90000,31000
2024-02-17,83333,85000,66667,86667,31000
2024-02-18,81667,85000,53333,83333,31000
2024-02-19,80000,85000,40000,80000,31000
2024-02-20,80000,80000,35500,80000,31000
2024-02-21,90000,85000,35000,80000,31000
2024-02-22,99000,95000,35000,80000,31000
2024-02-23,105000,105000,35000,100000,31000
2024-02-24,100000,100000,36667,93333,31000
2024-02-25,95000,95000,38333,86667,31000
2024-02-26,90000,90000,40000,80000,31000
2024-02-27,90000,80000,40000,71000,31000
2024-02-28,90000,80000,40000,80000,31000
2024-02-29,90000,80000,41000,80000,31000
2024-03-01,90000,80000,40000,80000,31000
2024-03-02,86667,80000,40000,80000,31000
2024-03-03,83333,80000,40000,80000,31000
2024-03-04,80000,80000,40000,80000,31000
2024-03-05,71000,71000,40000,71000,31000
2024-03-06,72500,73500,41000,73500,31000
2024-03-07,70000,70000,41000,70000,31000
2024-03-08,65000,69000,41000,65000,31000
2024-03-09,65000,69000,41000,65000,31000
2024-03-10,65000,69000,41000,65000,31000
2024-03-11,65000,69000,41000,65000,31000
2024-03-12,65000,69000,41000,65000,31000
2024-03-13,60000,80000,58000,75000,31000
2024-03-14,70000,80000,60000,80000,31000
2024-03-15,61000,75000,59000,75000,31000
2024-03-16,57333,66667,55667,66667,31000
2024-03-17,53667,58333,52333,58333,31000
2024-03-18,50000,50000,49000,50000,31000
2024-03-19,45000,50000,40000,50000,31000
2024-03-20,45000,45000,40000,50000,31000
2024-03-21,40000,40000,40000,50000,31000
2024-03-22,40000,40000,40000,50000,28000
2024-03-23,40000,40000,40000,50000,28000
2024-03-24,40000,40000,40000,50000,28000
2024-03-25,40000,40000,40000,50000,28000
2024-03-26,40000,40000,40000,50000,28000
2024-03-27,40000,40000,40000,50000,30000
2024-03-28,40000,40000,40000,45000,31000
2024-03-29,40000,40000,40000,45000,31000
2024-03-30,43000,43333,40000,46667,33667
2024-03-31,46000,46667,40000,48333,36333
2024-04-01,49000,50000,40000,50000,39000
2024-04-02,51000,49000,39000,50000,41000
2024-04-03,51000,49000,40000,50000,41000
2024-04-04,50000,49000,40000,50000,41000
2024-04-05,51000,51000,35000,50000,45000
2024-04-06,51000,51000,35000,50000,45000
2024-04-07,51000,51000,35000,50000,45000
2024-04-08,51000,51000,35000,50000,45000
2024-04-09,51000,51000,35000,50000,45000
2024-04-10,51000,51000,35000,50000,45000
2024-04-11,51000,51000,35000,50000,45000
2024-04-12,51000,51000,35000,50000,45000
2024-04-13,51000,51000,35000,50000,45000
2024-04-14,51000,51000,35000,50000,45000
2024-04-15,51000,51000,35000,50000,45000
2024-04-16,40000,45000,35000,50000,65000
2024-04-17,44500,44500,34500,50000,65000
2024-04-18,40000,40000,34500,45000,65000
2024-04-19,40000,40000,30000,45000,65000
2024-04-20,41333,41333,30000,45833,65000
2024-04-21,42667,42667,30000,46667,65000
2024-04-22,44000,44000,30000,47500,65000
2024-04-23,45000,45000,29000,49000,60000
2024-04-24,44500,45000,29000,49000,60000
2024-04-25,45000,50000,31000,49000,60000
2024-04-26,45000,50000,32000,49000,60000
2024-04-27,50000,53333,32000,49000,60000
2024-04-28,55000,56667,32000,49000,60000
2024-04-29,60000,60000,32000,49000,60000
2024-04-30,60000,60000,30000,49000,60000
2024-05-01,59500,60000,33000,49000,57500
2024-05-02,59000,60000,36000,49000,55000
2024-05-03,59000,60000,39000,49000,55000
